longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.05,34.08,34.0,572.0,154.0,752.0,182.0,2.0433,138800.0,<1H OCEAN
-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,343100.0,<1H OCEAN
-120.66,35.5,19.0,1861.0,364.0,1040.0,363.0,3.3125,163900.0,<1H OCEAN
-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885,500001.0,INLAND
-118.13,34.1,19.0,2742.0,756.0,1396.0,703.0,2.5663,197500.0,<1H OCEAN
-121.89,37.28,32.0,4308.0,717.0,2002.0,695.0,4.1645,281900.0,<1H OCEAN
-118.34,34.07,52.0,1621.0,284.0,588.0,272.0,6.2223,500001.0,<1H OCEAN
-121.43,37.74,52.0,876.0,170.0,426.0,179.0,3.0865,119800.0,INLAND
-121.54,39.5,38.0,1438.0,310.0,779.0,275.0,1.3289,39400.0,INLAND
-117.9,33.88,34.0,1396.0,245.0,661.0,261.0,4.675,215400.0,<1H OCEAN
-117.99,33.71,17.0,1600.0,458.0,1803.0,432.0,2.7865,216700.0,<1H OCEAN
-118.02,34.08,31.0,2402.0,632.0,2830.0,603.0,2.3333,164200.0,INLAND
-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,348200.0,<1H OCEAN
-122.0,37.99,28.0,4035.0,641.0,1881.0,659.0,5.4607,192300.0,INLAND
-121.96,37.53,23.0,2215.0,475.0,1278.0,492.0,4.2955,218800.0,<1H OCEAN
-119.8,36.75,46.0,2625.0,593.0,1368.0,551.0,1.5273,59000.0,INLAND
-118.01,33.87,25.0,6348.0,1615.0,4188.0,1497.0,3.139,185700.0,<1H OCEAN
-119.33,36.22,29.0,1735.0,323.0,805.0,293.0,3.5039,89900.0,INLAND
-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,390000.0,<1H OCEAN
-122.05,37.38,29.0,1875.0,340.0,816.0,350.0,5.4351,336500.0,<1H OCEAN
-121.81,38.01,47.0,1942.0,430.0,1074.0,393.0,2.2361,105100.0,INLAND
-118.51,34.14,28.0,6748.0,904.0,2431.0,876.0,12.8879,500001.0,<1H OCEAN
-121.52,38.57,43.0,2360.0,471.0,1041.0,452.0,2.89,86200.0,INLAND
-121.24,38.82,5.0,12259.0,1643.0,4819.0,1582.0,5.4498,217300.0,INLAND
-118.21,34.06,29.0,1478.0,413.0,1580.0,394.0,1.8781,147500.0,<1H OCEAN
-121.95,37.34,25.0,5236.0,1320.0,2529.0,1213.0,3.1702,256100.0,<1H OCEAN
-118.36,33.8,34.0,2629.0,369.0,966.0,375.0,10.1241,500001.0,NEAR OCEAN
-122.27,37.88,37.0,2619.0,682.0,1152.0,616.0,2.52,277800.0,NEAR BAY
-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,90300.0,INLAND
-121.06,38.51,6.0,6873.0,959.0,2354.0,931.0,6.8869,263100.0,INLAND
-117.02,34.03,19.0,4415.0,648.0,1627.0,619.0,4.2361,191600.0,INLAND
-118.85,34.27,50.0,187.0,33.0,130.0,35.0,3.3438,500001.0,<1H OCEAN
-118.17,34.03,42.0,882.0,292.0,1248.0,281.0,2.761,120000.0,<1H OCEAN
-119.03,36.07,26.0,3210.0,646.0,1908.0,642.0,2.4167,77600.0,INLAND
-119.34,36.32,14.0,1204.0,227.0,633.0,247.0,3.925,83800.0,INLAND
-121.26,37.97,41.0,2398.0,448.0,1143.0,444.0,3.0352,69800.0,INLAND
-117.38,33.97,29.0,1157.0,297.0,2027.0,253.0,1.6389,155000.0,INLAND
